id,company_name
10817,ASHEVILLE POOL AND PATIO
12989,"HEALTH CLAIMS CONSULTANTS, INC."
23222,NORTHERN VIRGINIA EMERGENCY RESPONSE SYSTEM
29252,"FRONT WATER, LLC"
12014,"RATP DEV USA, INC."
2401,DAVID D SMITH AND COMPANY
9147,BROTHER WOLF CANINE RESCUE INC
12658,M.E. SIMPSON CO. INC.
28890,INTERNATIONAL BODY MIND EMPOWERMENT ENTERPRISES -
29595,PIEDMONT SERVICE CORPORATION
3391,BUNCOMBE COUNTY COUNCIL ON AGI
9029,"FREEKBASS, LLC"
22109,"VIVANTIO, INC.      "
27445,SPORTS CONSTRUCTION MANAGEMENT INC
38077,"ENTERPRISE IT SOLUTIONS, LLC"
2482,ST. PAUL'S UNITED METHODIST ME
11167,"NEFF, KAMERON"
37062,FIVE P MOUNTAIN LLC
10094,"PREZANT, DR. ROSS"
14285,"BERRIER, JONATHAN NEIL"
8735,KUBOTA OF ASHEVILLE
16927,LOOKING GLASS STRATEGIC RESEARCH CONSULTANTS
1638,MUSICIANS WORKSHOP
11537,"BENHAM, CHRISTOPHER"
18626,ALEXANDER PHILLIP IRVINE
9086,WIBBY ENVIRONMENTAL
37591,LINDA LEE GILTZ
5919,KATE GUZY
10721,"LETA RECORDS, LLC"
18876,BIGFOOT PAVING
25428,"SOUTH CAROLINA TELECOMMUNICATIONS GROUP HOLDINGS,"
36417,"GANNETT FLEMING,INC"
34884,"ASHEWELL MEDICAL GROUP,P.A."
37926,"TS WORLDWIDE, LLC"
10618,"BORA, VADIM"
25864,RESIDENTS COUNCIL OF ASHEVILLE HOUSING AUTHORITY
27269,BROWNE BORTZ & CODDINGTON INC
14921,REPUBLIC SERVICES
10163,"POSTELLE, BRIAN"
27700,BLUE RIDGE LAND SURVEYING INC
30071,CONVERGENT NONPROFIT SOLUTIONS
37058,"EZ STRIPING, LLC"
8616,WHAT ON EARTH ARCHITECTURE
23881,"S2K CONSULTING, INC."
16102,"MARK KNUCKLES ASSOCIATES, INC."
10709,TROPIC CULTURE
7433,R S GURSKY INC
15263,"GEOGRAPH INDUSTRIES, INC."
31745,AUTISON INC.
9045,REED MEMORIAL BAPTIST CHURCH
17228,WANDA JACKSON ENT
35087,"JOE JOHNSON EQUIPMENT, LLC"
22312,"FRAZER ENTERPRISES, INC."
7085,YO MAMA'S BIG FAT BOOTY BAND
2192,"A ROOTER KING, INC"
29330,"SOUTH CAROLINA TEL-CON, INC"
17974,"DIRECT ENERGY MARKETING, INC."
32161,DONNA  KIND ANDERSON
1579,LAUREY'S
8278,FITNESS TECHNOLOGY
8593,LARRY MCDOWELL
5603,STANLEY ACCESS TECH
6722,BLAIR TOWING & RECOVERY SVC
24182,BUCHANAN PUMP SERVICE AND SUPPLY COMPANY
33598,ASHEVILLE MINDFUL LIVING LLC
7207,INHYUCK HA
17927,"HERITAGE STRATEGIES, LLC"
10277,"FROGS PAVING, INC."
29643,"PROTERRA, INC"
2438,LEONARD SMITH
17188,"NEXTBUS, INC."
11681,"KELLOGG & KIMSEY, INC."
7578,BARBARA SWELL
19133,INTERNATIONAL ASSOC OF FIREFIGHTERS
8373,"PAYNE, MCGINN & CUMMINS INC"
14786,"PHANTOM 309 PRODUCTIONS, INC."
22375,FIELDS CONSULTING GROUP LLC
32732,JOHN MICHAEL CROWELL
34123,"SUSAN RHEW DESIGN, INC."
10096,"JOHNSON, NAOMI"
8465,DOUG TAYLOR
14771,"RANDOLPH, JEFFREY RUSSELL"
26692,WE AND ME INC
10931,"BIZTECH SOLUTIONS, INC."
6818,AXON ENTERPRISE INC
22629,"LUCID DESIGN GROUP, INC."
29833,SPRINGSTED HUMAN CAPITAL ADVISORS INCORPORATED
8975,"BINGHAM ARBITRAGE REBATES SERVICES, INC"
33441,SHUVONDA HARPER
112,ASHEVILLE WASTE PAPER
17232,"GRAND OLYMPIC AUDITORIUM REGULARS, LLC"
20873,WINDSTREAM CORPORATION
14050,"THOMAS, ANTHONY M."
9134,BENJAMIN E.P.S. DAVIES
34094,"ARCA DESIGN, PLLC"
8409,JUDY FUTCH
10692,"ENGINEERS WITHOUT BORDERS - USA, INC."
15277,"BRADLEY, LAUREN"
32725,"MCLAUGHLIN YOUNG EMPLOYEE SERVICES,  INC."
34056,"RIVER ARTS DISTRICT ARTISTS, INC"
11568,"CHARLES R. UNDERWOOD, INC."
11541,CHRISTOPHER L REECE-YOUNG
16379,"BMC SOFTWARE, INC."
22107,"DEMOCRACYAPPS, INC  "
38829,"ENCORE TECHNOLOGY GROUP, LLC"
35239,"SYNERGY SPORTS  CHARLOTTE, LLC"
10115,ARP / PHOENIX PREVENTION SERVICES
8924,INTEGRATED TECHNOLOGY SYSTEMS
28805,STATION CHECK LLC
30665,"HOWROYD-WRIGHT EMPLOYMENT AGENCY, INC"
8699,SIGMA NU FRATERNITY MU ETA
21321,"THRESHOLD ACOUSTICS, LLC"
11418,"NETS UNLIMITED, INC."
10161,APC SALES & SERVICE CORPORATION
11440,"PAUL HOWARD CONSTRUCTION CO., INC."
12123,"FRAZIER, PHILLIP"
3594,CAROLINA SYSTEMS AND SERVICES
24835,"FALCON ENGINEERING, INC"
32462,"AMARANTH HOMESTEAD, LLC"
16101,"PORTFOLIO RECOVERY ASSOCIATES, INC."
36806,"HYATT PIPELINE, LLC"
37459,"PEN-LINK,LTD"
21300,BLUE RIDGE CASE MANAGERS
25118,CLIFTONLARSONALLEN LLP
36667,TDA CONSULTING
14480,"ECIVIS, INC."
32145,"EARL SWENSSON ASSOCIATES, INC."
6225,LANGUAGE LINE SERVICES
20775,"DARK CORNER FILMS, INC."
34885,"ECKERD YOUTH ALTERNATIVES, INC."
10927,CIVIL DESIGN CONCEPTS PA
21650,JULIE ARMBRUSTER    
25209,PHOENIX LANDSCAPE OF CHARLOTTE
38808,TRINITY UNITED METHODIST CHURCH
11988,CERNER HEALTHCARE SOLUTIONS
14237,"BENEFITFOCUS.COM, INC."
186,AMC INC
10813,"HADEN, ROBERT"
24869,"SIMPLE COM TOOLS, LLC"
14859,VIRGINIA CENTER FOR POLICING INNOVATION
34335,ASHEVILLE COMMUNITY ENTERPRISES
10099,CIRCLE G RANCH
18263,"BUNCOMBE COUNTY PARTNERSHIP FOR CHILDREN, INC."
32151,FRIENDS OF COMMUNITY RADIO INC
28394,LINAMAR NORTH CAROLINA INC
3251,CELINE AND COMPANY
11918,BAKER ROOFING COMPANY
1200,HOYLE OFFICE SOLUTIONS
22754,"AQUATICS H2O, LLC   "
5891,PRECISION WEIGHING INC
6720,UTILITIES REDUCTION SPECIALIST
19961,CRYSTAL MORPHIS
36284,BLACK & VEATCH CORPORATION
9056,STEPHEN BURNSIDE
19648,SMITH &  FOX
27196,ANCHOR QEA OF NORTH CAROLINA PLLC
11788,"STREETLINE, INC."
2766,WASTE MANAGEMENT
11519,"HOUGHTALING, PAUL KEVIN"
11130,"HERRICK, MARGARET C."
14083,GOVERNORS WESTERN RESIDENCE ASSOCIATION
11540,"EBERHARDT, DONALD"
20252,CLEVER DEVICES LTD  
27805,BETTER AIR QUILITY INC
37124,"TARHEEL PAVING & ASPHALT CO., INC"
19967,CENTER FOR PRIORITY BASED BUDGETING
28569,CALIBRE SYSTEMS INC
37412,FIRE RECOVERY USA LLC
35153,"LEGERTON ARCHITECTURE, PA"
10116,"COMMUNICATIA, INC."
28247,DOVETAIL PARTNERS INC
35267,STRATEGIC SECURITY CORP
3884,COMMISSION ON ACCREDITATION
10758,"SPF MUSIC, LLC"
23230,"APPALACHIAN ARBORISTS, INC."
7957,RIVER OF LIFE INTERNATIONAL
37859,"FRED H. BECK & ASSOCIATES, LLC"
3050,JIMMY BRANCH
7955,JANET COPE
30302,"BYPASS MOBILE, LLC"
9222,FERRELL GAS
15822,LAND OF SKY ADVISORY GROUP
14060,COUNTY OF BUNCOMBE
12015,"ASHFORD, JOHN"
8922,AQUATIC RESOURCE GROUP
15444,"RECREATION ACCESSIBILITY, LLC."
12722,"P.I.P.S. INSTALLATION, INC."
9241,DANIEL A. KEITH
4359,RSC EQUIPMENT RENTAL
1966,SAMUEL RALPH OWEN
11613,"SMITH, MEGAN ELIZABETH"
1316,HARRYS CADILLAC-PONTIAC-GMC
35619,WYATT GRANT
8070,SUMMIT LANDSCAPE & NURSERY
8756,SCREENVISION DIRECT
8777,"MCKIBBON HOTEL GROUP,INC."
13095,MC COMMUNICATIONS INC.
17548,"GULF COAST, LLC"
11539,"WEAVER, JUAN GERMAINE"
586,"MOORE ENTERTAINMENT, INC."
10507,"LEADING TO CHANGE, INC."
11164,"BOSEMAN, DYSHANNA"
10701,"ACCELERATION TOURING, INC."
7873,HIGHWATER CLAYS
30956,DIESEL POWER TRUCK CTR
7820,BRET MATTHEW MOORE DBA
9100,KELLEN ROBINSON BEWSEY
32306,EXLY  LEWIS
27759,SURFACE 678 PA
29023,"CRAFT HR SOLUTIONS, LLC"
6364,GRANTS FIRE SERVICE
24419,COMMUNITY FOUNDATION O
16580,"GALLAHER, THOMAS BURKE"
31258,"DAVIS HARTMAN WRIGHT, PLLC"
37384,"PBMARES, LLP"
2402,SPOTLESS CLEANING SERVICE
176,ASHEVILLE COMMUNITY THEATRE
10711,"TOWN MOUNTAIN, LLC"
4037,LIQUID HANDLING EQUIPMENT
10439,"A & B CONSTRUCTION & DEVELOPMENT, INC."
35432,"AMPLIFY CONSULTING,LLC"
7658,WINSTON SMITH JR
8147,MOUNTAIN VOICES ALLIANCE
35263,"W.P. LAW, INC"
10537,YMCA OF WESTERN NC
12347,"CAPTURION NETWORK, LLC"
25289,"TAYLOR & VIOLA STURCTURAL ENGINEERS, P.C."
15683,FIRST SOUTHWEST
28149,POSITIVE CHANGES YOUTH MINISTRIES
21117,"ASHEVILLE CONTRACTING CO,INC."
34019,"PULLIAM STATE BUREAU, LLC"
10760,"THE DIRTY GUV'NAHS, LLC"
12250,"JGB INDUSTRIES, INC."
18877,J-LINCO INC.
10950,LINDA FOWLER
17107,"WEISSMAN, JOAN"
19230,THE SPORTS FLOORING GROUP
28701,LS3P ASSOCIATES LTD
23909,IRONWOOD STUDIOS LLC
34004,"AMANO MCGANN, INC."
3644,RESEARCH & ANALYTICAL LABORATO
10710,PLAIN JANE AUTOMOBILE
35480,"WEAVER COOKE CONSTRUCTION,LLC"
5245,KIDS VOTING
6197,JOHN DAVID WALKER
828,DATAMATIC LTD
27364,THE HOWARD E NYHART COMPANY INCORPORATED
37328,JLM ACTUARIAL LLC
8145,WNC SKIING & OUTING INC DBA
28346,TINDALE-OLIVER & ASSOCIATES INC
17231,"KISHI BASHI, INC."
37098,"SUNRISE COMMUNITY FOR RECOVERY & WELLNESS, INC"
7967,ASHLEY M ARRINGTON
20272,AMERICAN SEATING COMPANY
23225,ASHEVILLE MUSEUM OF SCIENCE
11401,"MURRAY, JOHN"
35936,"SELECTRON TECHNOLOGIES, INC"
29633,"MIDWEST MAINTENANCE, INC."
34604,NEAT PAINTING
17702,"C&T PAVING, INC."
10122,"BRANGAN, JOHN M."
16658,BREKFORD CORP.
35196,SOUTHERN OFF ROAD BICYCLE ASSOCIATION
37818,AECOM TECHNICAL SERVICE OF NC
14041,"B. C. CANNON CO., INC."
31985,INFRASTRATEGIES LLC
8245,CURTIS RING DBA
11481,"WILSON, ARNOLD THOMAS"
34605,"RUBBER FLOORING SYSTEMS, INC"
7732,ASHEVILLE AREA PARALEGAL ASSN
29307,"SWANNANOA BEND, LLC"
11174,"HARTMAN, JENNIFER"
10455,"MATTHEWS SPECIALTY VEHICLES, INC."
8587,"BALSAM RANGE, LLC"
7218,ST LAWRENCE ASSEMBLY 781
10720,DIRTFOOT
37709,SKYVIEW GOLF ASSOCIATION INC
7793,D H GRIFFIN WRECKING
35630,"ESO SOLUTIONS,INC"
11690,"MHG ANC CONSTRUCTION MANAGEMENT, LLC."
8230,WRIGHT APPRAISAL GROUP
12921,HYDROCYCLE ENGINEERING PC
30070,RSM US LLP
8008,JODI CLERE
16085,"WALSH, DAVID"
11381,"BUBANY, JOHN ANDREW"
10423,ENGLISH HARDWOOD FLOORING
15932,SAFE TRANSPORTATION TRAINING SPECIALISTS
19832,"ECM BENEFITS, LLC"
30962,CRAIG PLOCICA
2430,STEPHEN K STRAUS PHD
